110000,706,2018-10-18,Explosions/Remote violence,Grenade,Al Shabaab,,Civilians (Somalia),,27,Eastern Africa,Somalia,Banadir,Hawl Wadaag,Mogadishu-Hawl Wadaag,Undisclosed Source,"On October 18, Al Shabaab hurled a hand grenade at Bakara market, Hawl Wadaag, Mogadishu. One civilian bystander was killed while four others were injured.",1
110001,706,2018-10-18,Battles,Armed clash,Military Forces of Somalia (2017-),Unidentified Military Forces,Al Shabaab,,12,Eastern Africa,Somalia,Gedo,Garbahaarey,Geriley,Radio Dalsan,"On October 18, Somalian forces and Al Shabaab fighters clashed in Giriley town of Gedo Region. Air strikes were involved in the battle. Residents of the town reported two civilian fatalities and some injured.",2
110002,706,2018-10-19,Battles,Armed clash,Al Shabaab,,AMISOM: African Union Mission in Somalia (2007-),,28,Eastern Africa,Somalia,Lower Shabelle,Baraawe,Embareeso,Undisclosed Source,"On October 19, Al Shabaab militants clashed with AMISOM troop position at Embareso neighborhood in Baraawe town, Shabelle region.",0
110003,706,2018-10-19,Battles,Armed clash,Al Shabaab,,AMISOM: African Union Mission in Somalia (2007-),,28,Eastern Africa,Somalia,Lower Shabelle,Marka,Danow,Undisclosed Source,"On October 19, Al Shabaab militants clashed with an AMISOM position at Danow settlement near Marka town, Shabelle region.",0
110004,706,2018-10-19,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,AMISOM: African Union Mission in Somalia (2007-),,28,Eastern Africa,Somalia,Lower Shabelle,Baraawe,Baraawe,Undisclosed Source,"On October 19, a remote explosive planted by Al Shabaab targeted AMISOM troops near Barawe coastline exploded in Baraawe town, Shabelle region. No reports of casualties.",0
110005,706,2018-10-19,Violence against civilians,Attack,Military Forces of Somalia (2017-),,Civilians (Somalia),Women (Somalia),17,Eastern Africa,Somalia,Banadir,Heliwa,Mogadishu-Heliwa,Undisclosed Source,"On October 19, Somalian Military Forces opened fire on a minibus in Heliwa area of Mogadishu. One female passenger was killed while six others were injured. The motive behind the incident was unknown.",1
110006,706,2018-10-19,Explosions/Remote violence,Air/drone strike,Military Forces of Kenya (2013-),,Al Shabaab,,28,Eastern Africa,Somalia,Gedo,Garbahaarey,Geriley,Radio Kulmiye,"On October 19, Kenya Defense Forces fighter jets conducted bombardments in Geriley town of Gedo region targeting Al Shabaab positions. No information on casualties or damage.",0
110007,706,2018-10-19,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,,Civilians (Somalia),,78,Eastern Africa,Somalia,Lower Juba,Badhaadhe,Bula Haji,Shabelle Media Network,"On October 19, at least three people, all civilians, were killed and several wounded in an airstrike carried out by unidentified warplanes in Bula-Hajji town of Lower Jubba region.",3
110008,706,2018-10-20,Battles,Armed clash,Military Forces of Somalia (2017-),,Islamic State (Somalia),,12,Eastern Africa,Somalia,Banadir,Mogadishu City,Mogadishu,AP,"October 24 (week prior). Somali intelligence officials say the deputy leader of an Islamic State-affiliated extremist group based in northern Somalia has been killed in the capital. Mahad Moalim's body was found near a Mogadishu beach last week, a few days after he reportedly was abducted while secretly visiting the city.",1
110009,706,2018-10-20,Strategic developments,Arrests,Police Forces of Somaliland (2010-),,Civilians (Somalia),,17,Eastern Africa,Somalia,Woqooyi Galbeed,Hargeysa,Mahamud Haybe,Undisclosed Source,20 October. SLP arrested an unspecified number of elders from Mohamoud Haybe district. They were accused of illegal nomination of a new mayor and deputy mayor of their district.,0
110010,706,2018-10-20,Violence against civilians,Attack,Al Shabaab,,Civilians (Somalia),,27,Eastern Africa,Somalia,Lower Shabelle,Marka,Marka,Undisclosed Source,20 October. Suspected al Shabaab elements shot and killed a civilian man in Marka district. The perpetrators escaped.,1
110011,706,2018-10-20,Battles,Armed clash,Hawadle Clan Militia (Somalia),Macaswiley Militia,Al Shabaab,,24,Eastern Africa,Somalia,Hiraan,Bulo Burto,Dib Ugal,Undisclosed Source,"20 October. Macawisley-Hawadle militias and al Shabaab fighters clashed in Dib-Ugal village in Hiiraan (approx. Coordinates used based on location 05 km east of Moqukori village). One clan militia was killed, and two other al Shabaab fighters were seriously wounded.",1
110012,706,2018-10-20,Strategic developments,Non-violent transfer of territory,Al Shabaab,,Military Forces of Somalia (2017-),,12,Eastern Africa,Somalia,Bay,Baydhaba,Daynuunay,Undisclosed Source,"On October 20, Al Shabaab fighters took control of Daynuunay village, Bay region after Somalian forces withdrew from the village. The control of the village changed hands on several occasions during the week.",0
110013,706,2018-10-20,Protests,Peaceful protest,Protesters (Somalia),Military Forces of Somalia (2017-) Puntland Dervish Force,,,60,Eastern Africa,Somalia,Bari,Bossaso,Armo,Undisclosed Source,20 October. Darawish security officers staged a demonstration because of non-payment of their salaries for two months.,0
110014,706,2018-10-20,Battles,Armed clash,Unidentified Armed Group (Somalia),,Police Forces of Somalia (2017-),,13,Eastern Africa,Somalia,Banadir,Wadajir,Mogadishu-Wadajir,Undisclosed Source,20 October. Unidentified armed militia and police forces clashed at Siliga village neighbourhood in Wadajir district. Five civilians and one police officer were killed while five other civilian bystanders were injured.,6
110015,706,2018-10-20,Violence against civilians,Attack,Unidentified Armed Group (Somalia),,Civilians (Somalia),Teachers (Somalia),37,Eastern Africa,Somalia,Banadir,Heliwa,Mogadishu-Heliwa,Undisclosed Source,20 October. Two men armed with pistols shot and killed two school principals at the livestock market in Heliwa district. They then stole mobile phones and computers from the victims.,2
110016,706,2018-10-20,Violence against civilians,Attack,Unidentified Armed Group (Somalia),,Civilians (Somalia),,37,Eastern Africa,Somalia,Banadir,Hamar Jabjab,Mogadishu-Hamar Jabjab District,Undisclosed Source,20 October. A man armed with a pistol shot and injured a young man at Ansaloti Market in HamarJajab district. The motive behind the murder was unknown.,0
110017,706,2018-10-20,Violence against civilians,Attack,Unidentified Armed Group (Somalia),,Civilians (Somalia),Teachers (Somalia),37,Eastern Africa,Somalia,Banadir,Yaqshid,Mogadishu-Yaqshid,Alldhacdo,"20 October. In the Yaqshid District of Banaadir Region, two male teachers have been killed by gunmen.",2
110018,706,2018-10-20,Protests,Peaceful protest,Protesters (Somalia),Military Forces of Somalia (2017-) Puntland Security Force,,,60,Eastern Africa,Somalia,Nugaal,Garoowe,Garowe,Radio Dalsan,"On October 20, Puntland security forces closed a road that links to the office of region's president in Garowe town of Nugaal region demanding for payment of their unpaid salaries for seven months.",0
110019,706,2018-10-21,Battles,Armed clash,Al Shabaab,,Al-Takfir wal Hijrah,,23,Eastern Africa,Somalia,Lower Shabelle,Marka,Mushaani,Undisclosed Source,"21 October. Al Shabaab fighters attacked militiamen of a religious sect named 'Takfiir', at Mushaani Village (possibly Al-Takfir wal Hijrah). Seven militiamen were killed while two others were wounded.",7
110020,706,2018-10-21,Strategic developments,Disrupted weapons use,AMISOM: African Union Mission in Somalia (2007-) (Uganda),,Unidentified Armed Group (Somalia),,38,Eastern Africa,Somalia,Lower Shabelle,Wanla Weyn,Balad Amiin,Undisclosed Source,21 October. A UPDF patrol destroyed an IED placed at the Beled Amiin crossroads. No casualties were reported.,0
110021,706,2018-10-21,Battles,Non-state actor overtakes territory,Al Shabaab,,Military Forces of Somalia (2017-),,12,Eastern Africa,Somalia,Bay,Baydhaba,Daynuunay,Undisclosed Source,21 October. Al Shabaab fighters captured Daynuunay village from the SNA.,0
110022,706,2018-10-21,Protests,Peaceful protest,Protesters (Somalia),,,,60,Eastern Africa,Somalia,Gedo,Baardheere,Faafax Dhuun,Undisclosed Source,21 October. Local residents of Faxfaxdoon village staged a demonstration against AMISOM KDF contingent based in the village. Additional report indicated that locals denied the troops access to the water points located in the village.,0
110023,706,2018-10-21,Violence against civilians,Attack,Al Shabaab,,Civilians (Somalia),,27,Eastern Africa,Somalia,Banadir,Wadajir,Mogadishu-Wadajir,Undisclosed Source,"21 October. Armed attackers, believed to be al Shabaab, shot and killed an employee of a commercial company at Hawo Tako village in Wadajir district.",1
110024,706,2018-10-21,Battles,Armed clash,Unidentified Armed Group (Somalia),,Police Forces of Somalia (2017-),,13,Eastern Africa,Somalia,Banadir,Bondhere,Mogadishu-Bondhere,Undisclosed Source,21 October. Unknown assailants hurled a grenade at Bondhere Police Station in Bondhere district. The Police shot at the suspected location of the attack.,0
110025,706,2018-10-21,Violence against civilians,Attack,Unidentified Armed Group (Somalia),,Civilians (Somalia),,37,Eastern Africa,Somalia,Banadir,Hamar Weyne,Mogadishu-Hamar Weyne,Undisclosed Source,21 October. Unidentified gunmen killed a civilian in the Xamar Weyne district. Motive unknown.,1
110026,706,2018-10-21,Strategic developments,Change to group/activity,Military Forces of Somalia (2017-),,,,10,Eastern Africa,Somalia,Bay,Baydhaba,Baidoa,Puntland Post,21 October. The Southwest [state] regional administration minister accused the Somali government of deploying security forces and sending in weapons to Baidoa town. It is not confirmed.,0
110027,706,2018-10-22,Violence against civilians,Attack,Al Shabaab,,Civilians (Somalia),,27,Eastern Africa,Somalia,Bay,Baydhaba,Daynuunay,Undisclosed Source,22 October. Al Shabaab fighters killed one civilian man and abducted two others in Daynuunay village. Al Shabaab fighters suspected the victim of spying for the government.,1
110028,706,2018-10-22,Violence against civilians,Attack,Unidentified Armed Group (Somalia),,Civilians (Somalia),,37,Eastern Africa,Somalia,Banadir,Hodan,Mogadishu-Hodan,Undisclosed Source,22 October. Unknown armed attackers shot and killed a civilian man working at a garage in Black Sea junction in Hodan district. The perpetrators escaped from the scene.,1
110029,706,2018-10-22,Violence against civilians,Attack,AMISOM: African Union Mission in Somalia (2007-) (Ethiopia),,Civilians (Somalia),,78,Eastern Africa,Somalia,Gedo,Baardheere,Bardera,Halgan Media,"22 October. Ethiopian forces of the AMISOM allegedly beat a civilian in Bardea, leaving him injured.",0
110030,706,2018-10-22,Battles,Government regains territory,Military Forces of Somalia (2017-),AMISOM: African Union Mission in Somalia (2007-) (Ethiopia),Al Shabaab,,12,Eastern Africa,Somalia,Bakool,Xudur,Xudur,Radio Risala,"22 October. Al-Shabab fighters and Somali government forces, backed by Ethiopia troops in the region, have clashed in areas of Hudur, Bakool region. The commanders added that government troops are now in control of the areas where the fighting happened, and that al-Shabab fighters have been pushed out.",0
