15000,120,2018-09-29,Battles,Armed clash,Ambazonian Separatists (Cameroon),,Police Forces of Cameroon (1982-) Prison Guards,,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda,Mimi Mefo,29 September. Separatists attempted to storm the Bamenda Central Prison but their attack as repelled. Additional security precautions have been taken at the prison.,0
15001,120,2018-09-29,Battles,Armed clash,Ambazonian Separatists (Cameroon),,Military Forces of Cameroon (1982-),Police Forces of Cameroon (1982-),12,Middle Africa,Cameroon,Nord-Ouest,Momo,Mbengwi,Mimi Mefo,29 September. Ambazonian separatists attacked the military barracks and neighboring police station in Mbengwi.,0
15002,120,2018-09-29,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,Civilians (Cameroon),,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Ngouma,Undisclosed Source,"29 September. Boko Haram attacked Ngouma, killing three men and abducting one woman.",3
15003,120,2018-09-29,Strategic developments,Looting/property destruction,Ambazonian Separatists (Cameroon),,Civilians (Cameroon),CPDM: Cameroon Peoples Democratic Movement,27,Middle Africa,Cameroon,Sud-Ouest,Meme,Bakundu Foe,Mimi Mefo,"29 September. Suspected Ambazonian Separatists burned down the home of the Divisional Coordinator of the ruling CPDM party, Benjamin Mutanga Itoe. Itoe had recently been campaigning for President Biya in the anglophone region, despite Ambazonian rejections of the elections in the region.",0
15004,120,2018-09-29,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,Civilians (Cameroon),,37,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bali,Mimi Mefo,29 September. Residents in Bali-Nyonga heard the sound of a car driving through the area followed by gun shots. The next day they discovered the bodies of two male youths. The deceased were not local residents and remain unidentified.,2
15005,120,2018-09-29,Protests,Peaceful protest,Protesters (Cameroon),,,,60,Middle Africa,Cameroon,Extreme-Nord,Diamare,Maroua,L'Oeil,"Assumed on September 29, in Maroua town (Diamare, Extreme Nord), local residents staged a demonstration and raised a banner during candidate Paul Biya's visit to the area.",0
15006,120,2018-09-30,Battles,Armed clash,Military Forces of Cameroon (1982-),,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Talkomari,Undisclosed Source,30 September. Boko Haram attacked Tolkomari but were repelled by the military. Two civilians were killed during the attack.,2
15007,120,2018-09-30,Strategic developments,Change to group/activity,Government of Cameroon (1982-),,,,10,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Mimi Mefo,30 September - 02 October. The Nord-Ouest and Sud-Ouest were placed under curfews for fears of Ambazonian attacks on the October 1st anniversary.,0
15008,120,2018-09-30,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,Civilians (Cameroon),,27,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Camer.be,30 September. Ambazonian Separatist cut off a man's hand in the Buea area after accusing him of supporting the Francophone government.,0
15009,120,2018-10-01,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,Civilians (Cameroon),,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Mimi Mefo,"01 October. soldiers shot and killed an elderly man in Wokwei, a village in Buea (precise location unclear).",1
15010,120,2018-10-01,Battles,Armed clash,Military Forces of Cameroon (1982-),,Ambazonian Separatists (Cameroon),,12,Middle Africa,Cameroon,Nord-Ouest,Menchum,Wum,Journal du Cameroun,01 October. Military forces killed seven separatists in Wum.,7
15011,120,2018-10-01,Battles,Armed clash,Unidentified Armed Group (Cameroon),,Military Forces of Cameroon (1982-),,13,Middle Africa,Cameroon,Sud-Ouest,Fako,Bonakanda,Cameroon Tribune,"01 October. An armed group attacked Bonakanda, but was repelled by security forces. One person was injured.",0
15012,120,2018-10-01,Battles,Armed clash,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,Kerawa Communal Militia (Cameroon),,24,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kerawa,Undisclosed Source,01 October. Two members of the Kerawa vigilante group were killed by Boko Haram in the bush near Kerawa.,2
15013,120,2018-10-01,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,Civilians (Cameroon),,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Mamu,Mimi Mefo,"01 October. Military forces reportedly set houses on fire in Muamu, which resulted in the death of an elderly lady who was inside one of the homes.",1
15014,120,2018-10-01,Battles,Armed clash,Military Forces of Cameroon (1982-),,Ambazonian Separatists (Cameroon),,12,Middle Africa,Cameroon,Nord-Ouest,Bui,Kumbo,Mimi Mefo,01 October. Military forces and separatists clashed in Kumbo. Several fatalities reported (unknown number coded as 10).,10
15015,120,2018-10-01,Battles,Armed clash,Military Forces of Cameroon (1982-),,Ambazonian Separatists (Cameroon),,12,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Mimi Mefo,01 October. Ambazonian separatists and military forces engaged in skirmishes around Buea.,1
15016,120,2018-10-01,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,Civilians (Cameroon),,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Camer.be,"01 October (on or around). Soldiers killed two youth in the Sud Ouest, who they mistook for separatist.",2
15017,120,2018-10-01,Battles,Armed clash,Military Forces of Cameroon (1982-),,Ambazonian Separatists (Cameroon),,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bambili,Journal du Cameroun,01 October. Military forces and separatists clashed in Bambili after separatist tried to raise the Ambazonian flag in the town.,0
15018,120,2018-10-01,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,Civilians (Cameroon),,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Mimi Mefo; Camer.be,01 October. A civilian was shot and killed by security forces while driving in Buea. It is unclear where in Buea the incident occurred. Another civilian was shot and injured at a checkpoint in Buea.,1
15019,120,2018-10-02,Explosions/Remote violence,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,Civilians (Cameroon),,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,ACTU Cameroun,02 October. Two female suicide bombers suspected to be linked to Boko Haram set off explosives in the Kolofata market. Seven killed (including the two bombers).,7
15020,120,2018-10-03,Strategic developments,Disrupted weapons use,Military Forces of Cameroon (1982-),,Unidentified Armed Group (Cameroon),,13,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Homeka,Undisclosed Source,"03 October. The military defused an explosive device, found on the Ardori- Homeka road.",0
15021,120,2018-10-04,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,Civilians (Cameroon),,17,Middle Africa,Cameroon,Nord-Ouest,Ngo-ketunjia,Bamessing,Mimi Mefo,04 October. A priest was killed by soldiers in Bamessing. He had stayed at the church after mass and was later shot and tortured by soldiers.,1
15022,120,2018-10-04,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,Civilians (Cameroon),,37,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Camer.be,04 October. A person was killed in Buea by an unidentified group.,1
