140000,729,2015-04-24,Protests,Excessive force against protesters,UNAMID: United Nations/African Union Hybrid Operation in Darfur (2007-),,Protesters (Sudan),,68,Northern Africa,Sudan,South Darfur,Kass,Kass,AFP,"A second day of protests at UNAMID base in Kass. Foreign Ministry claims UNAMID fired on protesters, killing a second protester.",1
140001,729,2015-04-24,Violence against civilians,Attack,Military Forces of Sudan (1989-2019),,Civilians (Sudan),,17,Northern Africa,Sudan,South Kordofan,Kadugli,Kadugli,Amnesty International,"SAF fire at human rights activist on a motorcycle, injuring him and then arresting him.",0
140002,729,2015-04-24,Violence against civilians,Attack,Unidentified Armed Group (Sudan),,Civilians (Sudan),Journalists (Sudan),37,Northern Africa,Sudan,Khartoum,Khartoum,Khartoum,Sudan Tribune,"Masked men attack a journalist and publisher of al-Mustaqilla newspaper at his house in Khartoum, following publication of columns criticizing White Nile state government.",0
140003,729,2015-04-24,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,Civilians (Sudan),,17,Northern Africa,Sudan,Central Darfur,Rokoro,Fanga Suk,Radio Dabanga,RSF shelled a well 1.5km north of Fanga. 3 killed.,3
140004,729,2015-04-25,Battles,Non-state actor overtakes territory,SPLM-N: Sudan Peoples Liberation Movement (North),,Military Forces of Sudan (1989-2019),,12,Northern Africa,Sudan,South Kordofan,Kadugli,Kululu Terai,Radio Dabanga,SPLM-N recaptures Kululu Hills in South Kordofan. 15 soldiers killed. 2 rebels injured.,15
140005,729,2015-04-25,Protests,Peaceful protest,Protesters (Sudan),,,,60,Northern Africa,Sudan,North Darfur,El Fasher,El Fasher,Radio Dabanga,Shopkeepers closed shops in protest of growing insecurity in Al Fasher.,0
140006,729,2015-04-25,Battles,Non-state actor overtakes territory,SLM/A-Minnawi: Sudan Liberation Movement/Army (Minnawi Faction),JEM: Justice and Equality Movement,Military Forces of Sudan (1989-2019),Military Forces of Sudan (1989-2019) Rapid Support Forces,12,Northern Africa,Sudan,South Darfur,Buram,Buram,Radio Tamazuj; Sudan Tribune,"Joint SLM/A-Minawi faction and JEM clashed with military and RSF, and took control of Buram in South Darfur. 63 soldiers wounded. Unknown number killed.",10
140007,729,2015-04-25,Violence against civilians,Attack,Unidentified Armed Group (Sudan),,Civilians (Sudan),,37,Northern Africa,Sudan,North Darfur,El Fasher,El Fasher,Radio Dabanga,Militiamen opened fire at the Naivasha Market in Abu Shouk camp near Al Fasher. 4 injured.,0
140008,729,2015-04-25,Battles,Armed clash,Misseriya Ethnic Militia (Sudan),,Rizaygat Ethnic Militia (Sudan),,44,Northern Africa,Sudan,East Darfur,Sheiria,Abu Dangal,UNAMID,"Ethnic militia clash in Abu Dangal, two deaths reported.",2
140009,729,2015-04-26,Battles,Armed clash,Misseriya Ethnic Militia (Sudan),,Rizaygat Ethnic Militia (Sudan),,44,Northern Africa,Sudan,East Darfur,Abu Karinka,Abu Karaynka,Radio Dabanga,"Clashes between a group of cattle rustlers and a vigilante militia in area north of Abu Dungul and Keleikeli Abu Salama, in Abu Karaynka locality, 8 killed.",8
140010,729,2015-04-26,Battles,Armed clash,JEM: Justice and Equality Movement,SLM/A: Sudan Liberation Movement/Army,Military Forces of Sudan (1989-2019) Rapid Support Forces,,12,Northern Africa,Sudan,South Darfur,Nyala,Nyala,UNAMID,"JEM and SLA forces clash with the RSF in Buram, Sesseban and Antikina. Casualties not known.",0
140011,729,2015-04-26,Strategic developments,Disrupted weapons use,JEM: Justice and Equality Movement,,Military Forces of Sudan (1989-2019),,12,Northern Africa,Sudan,South Darfur,Nyala,Nyala,UNAMID,"Weapons Seizure: Military forces capture JEM """"logistical assets"""" from Rahad El Birdi, south of Nyala. No reported causalities.",0
140012,729,2015-04-26,Violence against civilians,Attack,Unidentified Armed Group (Sudan),,Civilians (Sudan),,37,Northern Africa,Sudan,North Darfur,Mellit,Mellit,UNAMID,Civilians attacked by an unknown actor in Mellit. One death reported.,1
140013,729,2015-04-26,Protests,Protest with intervention,Protesters (Sudan),Students (Sudan),Police Forces of Sudan (1989-2019),,16,Northern Africa,Sudan,White Nile,El Douiem,Ad Douiem,Radio Dabanga,Dozens of students at the University of Bakhtalruda held a sit-in on campus to protest the study environment. Police and security raided the campus and used tear gas and batons to disperse the students. Dozens detained.,0
140014,729,2015-04-26,Protests,Peaceful protest,Protesters (Sudan),SCP: Sudanese Congress Party,,,60,Northern Africa,Sudan,Khartoum,Khartoum,Khartoum,Radio Dabanga,SCP members held gatherings at El Kalakla Laffa and Bahri bus station in Khartoum to demand the release of political detainees. Some arrested.,0
140015,729,2015-04-26,Battles,Armed clash,SLM/A-Minnawi: Sudan Liberation Movement/Army (Minnawi Faction),JEM: Justice and Equality Movement,Military Forces of Sudan (1989-2019),Military Forces of Sudan (1989-2019) Rapid Support Forces,12,Northern Africa,Sudan,Central Darfur,Rokoro,Rokoro,Sudan Tribune; Radio Tamazuj,Joint SLM/A-Minawi faction and JEM clashed with military and RSF in Nakhara and Antakina. Exact number of fatalities unreported - A UN report claims the JEM forces were completely overwhelmed with the possibility of occurring 750 fatalities between this and a battle at Goz Dango.,10
140016,729,2015-04-26,Battles,Armed clash,SLM/A-Minnawi: Sudan Liberation Movement/Army (Minnawi Faction),JEM: Justice and Equality Movement,Military Forces of Sudan (1989-2019),Military Forces of Sudan (1989-2019) Rapid Support Forces,12,Northern Africa,Sudan,South Darfur,Tullus,Tullus,Sudan Tribune; Radio Dabanga; Sudan News Agency; Radio Tamazuj,Joint SLM/A-Minawi faction and JEM clashed with military and RSF in Goz Dango military camp near Tullus. Government claims to have repulsed rebel forces. Dozens of soldiers killed including an RSF commander - A UN report claims the JEM forces were completely overwhelmed with the possibility of occurring 750 fatalities between this and a battle at Goz Dango.,12
140017,729,2015-04-26,Battles,Armed clash,SLM/A-Minnawi: Sudan Liberation Movement/Army (Minnawi Faction),JEM: Justice and Equality Movement,Military Forces of Sudan (1989-2019),Military Forces of Sudan (1989-2019) Rapid Support Forces,12,Northern Africa,Sudan,South Darfur,Tullus,Dimsu,Sudan Tribune; Radio Tamazuj,Joint SLM/A-Minawi faction and JEM clashed with military and RSF in Dimsu.,0
140018,729,2015-04-26,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,Civilians (Sudan),Refugees/IDPs (Sudan),17,Northern Africa,Sudan,South Darfur,Tullus,Umm Haleeb,Radio Dabanga,"RSF run over and kill a boy in Umm Haleeb camp, firing heavily into the air as the convoy passed.",1
140019,729,2015-04-26,Explosions/Remote violence,Air/drone strike,Military Forces of Sudan (1989-2019),,Civilians (Sudan),,17,Northern Africa,Sudan,South Darfur,Buram,El Tomat,Radio Dabanga,"16 killed, 11 injured in SAF air strikes in El Tomat, 50km south of Tullus.",16
140020,729,2015-04-26,Explosions/Remote violence,Air/drone strike,Military Forces of Sudan (1989-2019),,Civilians (Sudan),,17,Northern Africa,Sudan,South Kordofan,Talodi,Angarto,Amnesty International,SAF bomb Angarto. One boy injured.,0
140021,729,2015-04-26,Battles,Armed clash,JEM: Justice and Equality Movement,SLM/A: Sudan Liberation Movement/Army,Military Forces of Sudan (1989-2019) Rapid Support Forces,,12,Northern Africa,Sudan,South Darfur,Rahad El Berdi,Sesseban,UNAMID,"JEM and SLA forces clash with the RSF in Buram, Sesseban and Antikina. Casualties not known.",0
140022,729,2015-04-26,Battles,Armed clash,JEM: Justice and Equality Movement,SLM/A: Sudan Liberation Movement/Army,Military Forces of Sudan (1989-2019) Rapid Support Forces,,12,Northern Africa,Sudan,South Darfur,Katayla,Antikina,UNAMID,"JEM and SLA forces clash with the RSF in Buram, Sesseban and Antikina. Casualties not known.",0
140023,729,2015-04-27,Protests,Peaceful protest,Protesters (Sudan),Students (Sudan),,,60,Northern Africa,Sudan,North Kordofan,Shiekan,El Obeid,Radio Dabanga,Dozens of students staged a sit-in at the market of El Obeid in protest of re-election of al-Bashir. Some students detained.,0
140024,729,2015-04-27,Battles,Armed clash,SLM/A-Minnawi: Sudan Liberation Movement/Army (Minnawi Faction),JEM: Justice and Equality Movement,Military Forces of Sudan (1989-2019),Military Forces of Sudan (1989-2019) Rapid Support Forces,12,Northern Africa,Sudan,South Darfur,Tullus,Dimsu,Xinhua,Joint SLM/A-Minawi faction and JEM clashed with military and RSF in Dimsu for second day.,0
140025,729,2015-04-27,Battles,Armed clash,SLM/A-Minnawi: Sudan Liberation Movement/Army (Minnawi Faction),JEM: Justice and Equality Movement,Military Forces of Sudan (1989-2019),Military Forces of Sudan (1989-2019) Rapid Support Forces,12,Northern Africa,Sudan,Central Darfur,Rokoro,Rokoro,Xinhua,Joint SLM/A-Minawi faction and JEM clashed with military and RSF in Nakhara region for second day.,0
140026,729,2015-04-27,Battles,Armed clash,Police Forces of Sudan (1989-2019),,Maaliya Ethnic Militia (Sudan),,14,Northern Africa,Sudan,East Darfur,Ed Daein,Ed Daein,Radio Tamazuj,"Clashes between police and suspected Maaliya militia in Al Fado, 35km north of Ad Daein, after militia raided cattle from a Rizaygat tribe. 2 police killed, 8 civilians injured.",2
140027,729,2015-04-27,Violence against civilians,Attack,Unidentified Armed Group (Sudan),,Civilians (Sudan),PDF: Popular Defence Forces,37,Northern Africa,Sudan,South Darfur,Katayla,Haraza,Radio Dabanga,Gunmen torched the market in Haraza in Katila locality. One villager injured. PDF offices were of the buildings burned.,0
