5000,12,2019-11-30,Protests,Peaceful protest,Protesters (Algeria),,,,60,Northern Africa,Algeria,Alger,Sidi M'Hamed,Algiers,Echorouk; Le Quotidien d'Oran; El Massa; AFP,"On 30 November 2019, Algerians took to the streets in the capital to protest the European parliament's resolution to support the Hirak movement, saying they do not want European interference with their internal affairs. [size=many]",0
5001,12,2019-11-30,Protests,Peaceful protest,Protesters (Algeria),,,,60,Northern Africa,Algeria,Tipaza,Tipaza,Tipaza,Ech Chabb; El Massa,"On 30 November 2019, Algerians took to the streets in Tipaza to protest the European parliament's resolution to support the Hirak movement, saying they do not want European interference with their internal affairs. [size=many]",0
5002,12,2019-11-30,Protests,Peaceful protest,Protesters (Algeria),CNMR: National Coordination of Retired Military Personnel,,,60,Northern Africa,Algeria,Bordj Bou Arreridj,Bordj Bou Arreridj,Bordj Bou Arreridj,Ech Chabb,"On 30 November 2019, retired military personnel protested in favor of the elections and against the European parliament resolution. [size=no report]",0
5003,12,2019-11-30,Protests,Protest with intervention,Protesters (Algeria),,Police Forces of Algeria (1999-),,16,Northern Africa,Algeria,Tizi Ouzou,Larbaa Nath Irathen,Larbaa Nait Irathen,El Watan (Algeria),"On 30 November 2019, citizens proteste in Tizi Ouzou against the elections and police forces responded with force using tear gas on protesters. [size=no report]",0
5004,12,2019-11-30,Protests,Peaceful protest,Protesters (Algeria),,,,60,Northern Africa,Algeria,Bejaia,Kherrata,Kherrata,Dispatch Kabylie,"On 30 November 2019, hirakists protested against the 12 December elections in Kherrata. [size=hundreds]",0
5005,12,2019-11-30,Protests,Peaceful protest,Protesters (Algeria),,,,60,Northern Africa,Algeria,Bejaia,Aokas,Aokas,Dispatch Kabylie,"On 30 November 2019, hirakists protested against the 12 December elections in Aokas. [size=no report]",0
5006,12,2019-11-30,Protests,Peaceful protest,Protesters (Algeria),Labour Group (Algeria),,,60,Northern Africa,Algeria,Djelfa,Djelfa,Djelfa,Djelfa Info,"On 30 November 2019, workers in Djelfa announced their protest movement and accused their company of abuses, marginalization, and arbitrary dismissal of workers. [size=no report]",0
5007,12,2019-11-30,Protests,Peaceful protest,Protesters (Algeria),,,,60,Northern Africa,Algeria,Tiaret,Tiaret,Tiaret,El Massa,"On 30 November 2019, Algerians took to the streets in Tiaret to protest the European parliament's resolution to support the Hirak movement, saying they do not want European interference with their internal affairs. [size=many]",0
5008,12,2019-11-30,Protests,Peaceful protest,Protesters (Algeria),,,,60,Northern Africa,Algeria,Ain Defla,Ain Defla,Ain Defla,El Massa,"On 30 November 2019, Algerians took to the streets in Ain Defla to protest the European parliament's resolution to support the Hirak movement, saying they do not want European interference with their internal affairs. [size=many]",0
5009,12,2019-11-30,Protests,Peaceful protest,Protesters (Algeria),,,,60,Northern Africa,Algeria,Tizi Ouzou,Makouda,Makouda,El Watan (Algeria),"On 30 November 2019, hirakists protested against the 12 December elections in Makouda. [size=thousands]",0
5010,12,2019-12-01,Protests,Peaceful protest,Protesters (Algeria),UGTA: General Union of Algerian Workers; Labour Group (Algeria),,,60,Northern Africa,Algeria,Alger,Sidi M'Hamed,Algiers,El Watan (Algeria),"On 01 December 2019, UGTA members and workers marched in Algiers against foreign intervention and in favor of the army and the scheduled elections. [size=hundreds]",0
5011,12,2019-12-02,Protests,Peaceful protest,Protesters (Algeria),Labour Group (Algeria),,,60,Northern Africa,Algeria,Bouira,Bouira,Bouira,Echorouk,"On 02 December 2019, workers protested against the company, Sour El-Ghozlane in Bouira for not distributing salaries in over 4 months. [size=260].",0
5012,12,2019-12-02,Protests,Peaceful protest,Protesters (Algeria),,,,60,Northern Africa,Algeria,Jijel,Jijel,Jijel,El Watan (Algeria),"On 02 December 2019, citizens protested in Jijel during a presidential candidate's speech against the elections. [size=no report]",0
5013,12,2019-12-03,Protests,Peaceful protest,Protesters (Algeria),,,,60,Northern Africa,Algeria,Blida,Blida,Blida,Le Soir d'Algerie,"On 03 December 2019, citizens marched in Blida against foreign intervention and the European Parliament's resolution. [size=numerous]",0
5014,12,2019-12-03,Protests,Peaceful protest,Protesters (Algeria),Labour Group (Algeria),,,60,Northern Africa,Algeria,Djelfa,Djelfa,Djelfa,Djelfa Info,"On 03 December 2019, gas pipeline workers protested in front of the Djelfa state headquarters denouncing the company's management and expressing their support of the army and the scheduled elections. [size=no report]",0
5015,12,2019-12-03,Protests,Peaceful protest,Protesters (Algeria),,,,60,Northern Africa,Algeria,Mostaganem,Mostaganem,Mostaganem,El Djoumhouria,"On 03 December 2019, citizens marched in Mostaganem against foreign intervention and the European Parliament's resolution. [size=numerous]",0
5016,12,2019-12-03,Protests,Peaceful protest,Protesters (Algeria),,,,60,Northern Africa,Algeria,Sidi Bel Abbes,Sidi Bel Abbes,Sidi Bel Abbes,El Djoumhouria,"On 03 December 2019, citizens marched in Sidi Bel Abbes against foreign intervention and the European Parliament's resolution. [size=numerous]",0
5017,12,2019-12-03,Protests,Peaceful protest,Protesters (Algeria),Students (Algeria),,,60,Northern Africa,Algeria,Setif,Setif,Setif,Liberte (Algeria),"On 03 December 2019, students held their 41st consecutive anti-regime university demonstrations in Setif. [size=dozens]",0
5018,12,2019-12-03,Protests,Protest with intervention,Protesters (Algeria),,Police Forces of Algeria (1999-),,16,Northern Africa,Algeria,Annaba,Annaba,Annaba,El Watan (Algeria),"On 03 December 2019, citizens protested in Annaba against the 12 December elections and police arrested several protesters. [size=at least dozens]",0
5019,12,2019-12-03,Protests,Peaceful protest,Protesters (Algeria),,,,60,Northern Africa,Algeria,Boumerdes,Boumerdes,Boumerdes,El Watan (Algeria),"On 03 December 2019, citizens protested in Boumerdes against the 12 December elections. [size=hundreds]",0
5020,12,2019-12-03,Protests,Peaceful protest,Protesters (Algeria),Teachers (Algeria),,,60,Northern Africa,Algeria,Alger,Sidi M'Hamed,Algiers,Akher Saa; El Massa,"On 03 December 2019, a group of teachers held a sit-in in front of the ministry of education in Algiers to protest against the minsitry's lack of attention to their demands concerning wages and rights. [size=no report]",0
5021,12,2019-12-03,Protests,Protest with intervention,Protesters (Algeria),Students (Algeria),Police Forces of Algeria (1999-),,16,Northern Africa,Algeria,Saida,Saida,Saida,El Watan (Algeria),"On 03 December 2019, students held their 41st consecutive anti-regime university demonstrations in Saida and police arrested several protesters. [size=dozens]",0
